condition,sample_index,source_alignment_to_opponent,semantic_final_global_cosine,semantic_early_global_cosine,semantic_final_gradient_alignment,semantic_early_gradient_alignment,semantic_layer_alignment_mean,consensus_max_weight,consensus_effective_layers,image_name
opponent_baseline,2,1.0000001192092896,0.9977539777755737,0.9998896718025208,-0.0035675845574587584,0.0034591779112815857,0.00037058815360069275,0.37835586071014404,3.4956552982330322,ILSVRC2012_val_00031472.JPEG
opponent_baseline,3,1.0000001192092896,0.9868992567062378,0.9997850656509399,0.007505777291953564,0.01655750907957554,-0.024909406900405884,0.3633279800415039,3.732602596282959,ILSVRC2012_val_00031495.JPEG
semantic_only,2,-0.003567586187273264,0.9977539777755737,0.9998896718025208,1.0,0.00648852065205574,0.22810114920139313,0.37835586071014404,3.4956552982330322,ILSVRC2012_val_00031472.JPEG
semantic_only,3,0.007505775894969702,0.9868992567062378,0.9997850656509399,0.9999998807907104,0.02271222695708275,0.3534226417541504,0.3633279800415039,3.732602596282959,ILSVRC2012_val_00031495.JPEG
shuffled_semantic,2,0.9701424837112427,0.9977539777755737,0.9998896718025208,-0.005806667264550924,0.002860406879335642,5.129876080900431e-05,0.37835586071014404,3.4956552982330322,ILSVRC2012_val_00031472.JPEG
shuffled_semantic,3,0.9701426029205322,0.9868992567062378,0.9997850656509399,0.0079553984105587,0.014237089082598686,-0.023891601711511612,0.3633279800415039,3.732602596282959,ILSVRC2012_val_00031495.JPEG
final_semantic_residual,2,0.9701424837112427,0.9977539777755737,0.9998896718025208,0.2390730082988739,0.004932594485580921,0.05568284913897514,0.37835586071014404,3.4956552982330322,ILSVRC2012_val_00031472.JPEG
final_semantic_residual,3,0.9701426029205322,0.9868992567062378,0.9997850656509399,0.24981045722961426,0.02154167741537094,0.06159967556595802,0.3633279800415039,3.732602596282959,ILSVRC2012_val_00031495.JPEG
early_semantic_residual,2,0.9701425433158875,0.9977539777755737,0.9998896718025208,-0.0018843652214854956,0.2458900511264801,0.08909499645233154,0.37835586071014404,3.4956552982330322,ILSVRC2012_val_00031472.JPEG
early_semantic_residual,3,0.9701426029205322,0.9868992567062378,0.9997850656509399,0.012760805897414684,0.2585655152797699,0.021218501031398773,0.3633279800415039,3.732602596282959,ILSVRC2012_val_00031495.JPEG
uniform_multilayer_residual,2,0.9701424837112427,0.9977539777755737,0.9998896718025208,0.10156278312206268,0.12089219689369202,0.15264227986335754,0.37835586071014404,3.4956552982330322,ILSVRC2012_val_00031472.JPEG
uniform_multilayer_residual,3,0.9701426029205322,0.9868992567062378,0.9997850656509399,0.1305181086063385,0.055629026144742966,0.10361155867576599,0.3633279800415039,3.732602596282959,ILSVRC2012_val_00031495.JPEG
consensus_multilayer_residual,2,0.9701426029205322,0.9977539777755737,0.9998896718025208,0.01702691987156868,0.09930063784122467,0.14291563630104065,0.37835586071014404,3.4956552982330322,ILSVRC2012_val_00031472.JPEG
consensus_multilayer_residual,3,0.9701425433158875,0.9868992567062378,0.9997850656509399,0.14892685413360596,0.016235876828432083,0.10143541544675827,0.3633279800415039,3.732602596282959,ILSVRC2012_val_00031495.JPEG
opponent_baseline,4,1.0,0.9245156049728394,0.9998972415924072,0.08605164289474487,0.001508365967310965,0.02178274467587471,0.3759138584136963,3.564054489135742,ILSVRC2012_val_00031548.JPEG
opponent_baseline,5,1.0,0.9927442073822021,0.9998739957809448,0.03365456685423851,-0.004507461097091436,0.006364552769809961,0.3536970019340515,3.695619583129883,ILSVRC2012_val_00031586.JPEG
semantic_only,4,0.08605164289474487,0.9245156049728394,0.9998972415924072,1.0,0.10757838189601898,0.13326671719551086,0.3759138584136963,3.564054489135742,ILSVRC2012_val_00031548.JPEG
semantic_only,5,0.03365456312894821,0.9927442073822021,0.9998739957809448,0.9999998807907104,0.07884450256824493,0.43034082651138306,0.3536970019340515,3.695619583129883,ILSVRC2012_val_00031586.JPEG
shuffled_semantic,4,0.9701425433158875,0.9245156049728394,0.9998972415924072,0.08416897058486938,0.004752772860229015,0.021136900410056114,0.3759138584136963,3.564054489135742,ILSVRC2012_val_00031548.JPEG
shuffled_semantic,5,0.9701424837112427,0.9927442073822021,0.9998739957809448,0.04170004278421402,-0.0062828646041452885,0.011178318411111832,0.3536970019340515,3.695619583129883,ILSVRC2012_val_00031586.JPEG
final_semantic_residual,4,0.9701423645019531,0.9245156049728394,0.9998972415924072,0.3251183032989502,0.02762046456336975,0.05311831459403038,0.3759138584136963,3.564054489135742,ILSVRC2012_val_00031548.JPEG
final_semantic_residual,5,0.9701424837112427,0.9927442073822021,0.9998739957809448,0.2750479578971863,0.014797369949519634,0.11055468022823334,0.3536970019340515,3.695619583129883,ILSVRC2012_val_00031586.JPEG
early_semantic_residual,4,0.9701424837112427,0.9245156049728394,0.9998972415924072,0.10954250395298004,0.2439986765384674,0.057693831622600555,0.3759138584136963,3.564054489135742,ILSVRC2012_val_00031548.JPEG
early_semantic_residual,5,0.9701424837112427,0.9927442073822021,0.9998739957809448,0.05180930718779564,0.23816026747226715,0.0654439926147461,0.3536970019340515,3.695619583129883,ILSVRC2012_val_00031586.JPEG
uniform_multilayer_residual,4,0.9701424837112427,0.9245156049728394,0.9998972415924072,0.10603173822164536,0.003962069749832153,0.13238850235939026,0.3759138584136963,3.564054489135742,ILSVRC2012_val_00031548.JPEG
uniform_multilayer_residual,5,0.9701424837112427,0.9927442073822021,0.9998739957809448,0.20507003366947174,0.07652535289525986,0.15102969110012054,0.3536970019340515,3.695619583129883,ILSVRC2012_val_00031586.JPEG
consensus_multilayer_residual,4,0.9701424837112427,0.9245156049728394,0.9998972415924072,0.041761137545108795,-0.03927705064415932,0.1164531409740448,0.3759138584136963,3.564054489135742,ILSVRC2012_val_00031548.JPEG
consensus_multilayer_residual,5,0.9701424837112427,0.9927442073822021,0.9998739957809448,0.2217441201210022,0.03944699466228485,0.14639152586460114,0.3536970019340515,3.695619583129883,ILSVRC2012_val_00031586.JPEG
opponent_baseline,6,0.9999998807907104,0.9977477192878723,0.9998723268508911,-0.023243090137839317,0.004673238378018141,-0.01759544014930725,0.36418282985687256,3.7129526138305664,ILSVRC2012_val_00031588.JPEG
opponent_baseline,7,1.000000238418579,0.995806097984314,0.9999219179153442,0.0002747415564954281,0.0135341202840209,0.005606077611446381,0.4017762839794159,3.593541383743286,ILSVRC2012_val_00031593.JPEG
semantic_only,6,-0.023243088275194168,0.9977477192878723,0.9998723268508911,0.9999999403953552,0.12452308088541031,0.38935452699661255,0.36418282985687256,3.7129526138305664,ILSVRC2012_val_00031588.JPEG
semantic_only,7,0.0002747415564954281,0.995806097984314,0.9999219179153442,1.0000001192092896,0.052766598761081696,0.4896318316459656,0.4017762839794159,3.593541383743286,ILSVRC2012_val_00031593.JPEG
shuffled_semantic,6,0.9701424837112427,0.9977477192878723,0.9998723268508911,-0.019472427666187286,0.010815627872943878,-0.013434872962534428,0.36418282985687256,3.7129526138305664,ILSVRC2012_val_00031588.JPEG
shuffled_semantic,7,0.9701426029205322,0.995806097984314,0.9999219179153442,0.006934750359505415,0.008236617781221867,0.0034670736640691757,0.4017762839794159,3.593541383743286,ILSVRC2012_val_00031593.JPEG
final_semantic_residual,6,0.9701424241065979,0.9977477192878723,0.9998723268508911,0.21992099285125732,0.03476950526237488,0.07728856056928635,0.36418282985687256,3.7129526138305664,ILSVRC2012_val_00031588.JPEG
final_semantic_residual,7,0.9701424837112427,0.995806097984314,0.9999219179153442,0.24280214309692383,0.025926897302269936,0.12419146299362183,0.4017762839794159,3.593541383743286,ILSVRC2012_val_00031593.JPEG
early_semantic_residual,6,0.9701424241065979,0.9977477192878723,0.9998723268508911,0.00767885148525238,0.2470666766166687,0.07436463981866837,0.36418282985687256,3.7129526138305664,ILSVRC2012_val_00031588.JPEG
early_semantic_residual,7,0.9701426029205322,0.995806097984314,0.9999219179153442,0.013064587488770485,0.25564342737197876,0.13160032033920288,0.4017762839794159,3.593541383743286,ILSVRC2012_val_00031593.JPEG
uniform_multilayer_residual,6,0.9701423645019531,0.9977477192878723,0.9998723268508911,0.11158812046051025,0.12156245857477188,0.14602485299110413,0.36418282985687256,3.7129526138305664,ILSVRC2012_val_00031588.JPEG
uniform_multilayer_residual,7,0.9701424837112427,0.995806097984314,0.9999219179153442,0.15556184947490692,0.1714460253715515,0.19221970438957214,0.4017762839794159,3.593541383743286,ILSVRC2012_val_00031593.JPEG
consensus_multilayer_residual,6,0.9701424241065979,0.9977477192878723,0.9998723268508911,0.07741238176822662,0.09225495159626007,0.13868068158626556,0.36418282985687256,3.7129526138305664,ILSVRC2012_val_00031588.JPEG
consensus_multilayer_residual,7,0.9701424837112427,0.995806097984314,0.9999219179153442,0.13671404123306274,0.16260093450546265,0.18931904435157776,0.4017762839794159,3.593541383743286,ILSVRC2012_val_00031593.JPEG
opponent_baseline,8,1.0,0.9904831647872925,0.9998708963394165,-0.0017468661535531282,-0.01199603546410799,0.000834503211081028,0.28146892786026,3.951349973678589,ILSVRC2012_val_00031629.JPEG
opponent_baseline,9,1.0,0.9904376268386841,0.9998204708099365,-0.009477328509092331,0.008416257798671722,-0.010143802501261234,0.3116160035133362,3.9473631381988525,ILSVRC2012_val_00031647.JPEG
semantic_only,8,-0.0017468666192144156,0.9904831647872925,0.9998708963394165,1.0,0.10453422367572784,0.42347872257232666,0.28146892786026,3.951349973678589,ILSVRC2012_val_00031629.JPEG
semantic_only,9,-0.009477326646447182,0.9904376268386841,0.9998204708099365,0.9999998807907104,0.015550356358289719,0.34259337186813354,0.3116160035133362,3.9473631381988525,ILSVRC2012_val_00031647.JPEG
shuffled_semantic,8,0.9701424837112427,0.9904831647872925,0.9998708963394165,0.027375293895602226,-0.011432795785367489,0.010911333374679089,0.28146892786026,3.951349973678589,ILSVRC2012_val_00031629.JPEG
shuffled_semantic,9,0.9701425433158875,0.9904376268386841,0.9998204708099365,-0.004509217571467161,0.005069376435130835,-0.008987246081233025,0.3116160035133362,3.9473631381988525,ILSVRC2012_val_00031647.JPEG
final_semantic_residual,8,0.9701424837112427,0.9904831647872925,0.9998708963394165,0.24084052443504333,0.01371036283671856,0.1035187691450119,0.28146892786026,3.951349973678589,ILSVRC2012_val_00031629.JPEG
final_semantic_residual,9,0.9701424837112427,0.9904376268386841,0.9998204708099365,0.23333033919334412,0.011955996975302696,0.0732305720448494,0.3116160035133362,3.9473631381988525,ILSVRC2012_val_00031647.JPEG
early_semantic_residual,8,0.9701425433158875,0.9904831647872925,0.9998708963394165,0.023655302822589874,0.23088032007217407,0.08475421369075775,0.28146892786026,3.951349973678589,ILSVRC2012_val_00031629.JPEG
early_semantic_residual,9,0.9701424241065979,0.9904376268386841,0.9998204708099365,-0.005403363611549139,0.2506919801235199,0.0796797052025795,0.3116160035133362,3.9473631381988525,ILSVRC2012_val_00031647.JPEG
uniform_multilayer_residual,8,0.9701424837112427,0.9904831647872925,0.9998708963394165,0.1656804084777832,0.10337497293949127,0.15336483716964722,0.28146892786026,3.951349973678589,ILSVRC2012_val_00031629.JPEG
uniform_multilayer_residual,9,0.9701426029205322,0.9904376268386841,0.9998204708099365,0.13966704905033112,0.1391078531742096,0.13477522134780884,0.3116160035133362,3.9473631381988525,ILSVRC2012_val_00031647.JPEG
consensus_multilayer_residual,8,0.9701424837112427,0.9904831647872925,0.9998708963394165,0.1730646789073944,0.08392516523599625,0.1516275703907013,0.28146892786026,3.951349973678589,ILSVRC2012_val_00031629.JPEG
consensus_multilayer_residual,9,0.9701425433158875,0.9904376268386841,0.9998204708099365,0.12275844812393188,0.15212571620941162,0.133584663271904,0.3116160035133362,3.9473631381988525,ILSVRC2012_val_00031647.JPEG
opponent_baseline,10,1.0,0.9955055117607117,0.9999099373817444,0.0015695844776928425,-0.007502193097025156,0.00046885048504918814,0.3798743188381195,3.577977180480957,ILSVRC2012_val_00031670.JPEG
opponent_baseline,11,1.0,0.9976391792297363,0.9998877644538879,-0.0030027427710592747,0.004976201802492142,0.0056038498878479,0.3611254096031189,3.5648252964019775,ILSVRC2012_val_00031686.JPEG
semantic_only,10,0.0015695837792009115,0.9955055117607117,0.9999099373817444,1.0,0.036867111921310425,0.2892286777496338,0.3798743188381195,3.577977180480957,ILSVRC2012_val_00031670.JPEG
semantic_only,11,-0.0030027423053979874,0.9976391792297363,0.9998877644538879,1.0,0.09650815278291702,0.49284735321998596,0.3611254096031189,3.5648252964019775,ILSVRC2012_val_00031686.JPEG
shuffled_semantic,10,0.9701426029205322,0.9955055117607117,0.9999099373817444,0.013440934009850025,-0.00389725249260664,0.007108870893716812,0.3798743188381195,3.577977180480957,ILSVRC2012_val_00031670.JPEG
shuffled_semantic,11,0.9701424837112427,0.9976391792297363,0.9998877644538879,-0.002399701625108719,0.006101633422076702,0.006246629171073437,0.3611254096031189,3.5648252964019775,ILSVRC2012_val_00031686.JPEG
final_semantic_residual,10,0.9701426029205322,0.9955055117607117,0.9999099373817444,0.2440580576658249,0.0016662559937685728,0.07060301303863525,0.3798743188381195,3.577977180480957,ILSVRC2012_val_00031670.JPEG
final_semantic_residual,11,0.9701424837112427,0.9976391792297363,0.9998877644538879,0.23962143063545227,0.028238017112016678,0.12497419118881226,0.3611254096031189,3.5648252964019775,ILSVRC2012_val_00031686.JPEG
early_semantic_residual,10,0.9701424837112427,0.9955055117607117,0.9999099373817444,0.010467416606843472,0.2352505922317505,0.07451420277357101,0.3798743188381195,3.577977180480957,ILSVRC2012_val_00031670.JPEG
early_semantic_residual,11,0.9701424837112427,0.9976391792297363,0.9998877644538879,0.020497489720582962,0.2473602592945099,0.08564494550228119,0.3611254096031189,3.5648252964019775,ILSVRC2012_val_00031686.JPEG
uniform_multilayer_residual,10,0.9701425433158875,0.9955055117607117,0.9999099373817444,0.15407347679138184,0.08282532542943954,0.1486084759235382,0.3798743188381195,3.577977180480957,ILSVRC2012_val_00031670.JPEG
uniform_multilayer_residual,11,0.9701425433158875,0.9976391792297363,0.9998877644538879,0.178869366645813,0.08591323345899582,0.17565393447875977,0.3611254096031189,3.5648252964019775,ILSVRC2012_val_00031686.JPEG
consensus_multilayer_residual,10,0.9701426029205322,0.9955055117607117,0.9999099373817444,0.08182231336832047,0.05161016806960106,0.14433994889259338,0.3798743188381195,3.577977180480957,ILSVRC2012_val_00031670.JPEG
consensus_multilayer_residual,11,0.9701424241065979,0.9976391792297363,0.9998877644538879,0.16009488701820374,0.05003392696380615,0.1692872792482376,0.3611254096031189,3.5648252964019775,ILSVRC2012_val_00031686.JPEG
opponent_baseline,12,1.0000001192092896,0.9782904982566833,0.9998881816864014,0.005016968585550785,-0.0021990379318594933,-0.0021891570650041103,0.32421639561653137,3.8498358726501465,ILSVRC2012_val_00031762.JPEG
opponent_baseline,13,1.0,0.98872971534729,0.999784529209137,0.013930749148130417,0.0020075864158570766,0.004872462712228298,0.39072519540786743,3.7319724559783936,ILSVRC2012_val_00031783.JPEG
semantic_only,12,0.005016968585550785,0.9782904982566833,0.9998881816864014,1.0000001192092896,0.07809770107269287,0.3783629536628723,0.32421639561653137,3.8498358726501465,ILSVRC2012_val_00031762.JPEG
semantic_only,13,0.013930748216807842,0.98872971534729,0.999784529209137,1.0,-0.033309053629636765,0.4337877929210663,0.39072519540786743,3.7319724559783936,ILSVRC2012_val_00031783.JPEG
shuffled_semantic,12,0.9701426029205322,0.9782904982566833,0.9998881816864014,0.011210325174033642,-0.0032533169724047184,-2.5051995180547237e-05,0.32421639561653137,3.8498358726501465,ILSVRC2012_val_00031762.JPEG
shuffled_semantic,13,0.9701425433158875,0.98872971534729,0.999784529209137,0.024106595665216446,-0.00120879290625453,0.009045173414051533,0.39072519540786743,3.7319724559783936,ILSVRC2012_val_00031783.JPEG
final_semantic_residual,12,0.9701426029205322,0.9782904982566833,0.9998881816864014,0.24739976227283478,0.016811007633805275,0.08964651823043823,0.32421639561653137,3.8498358726501465,ILSVRC2012_val_00031762.JPEG
final_semantic_residual,13,0.9701424837112427,0.98872971534729,0.999784529209137,0.2560269236564636,-0.006138554774224758,0.10992972552776337,0.39072519540786743,3.7319724559783936,ILSVRC2012_val_00031783.JPEG
early_semantic_residual,12,0.9701425433158875,0.9782904982566833,0.9998881816864014,0.023811370134353638,0.24040167033672333,0.09330106526613235,0.32421639561653137,3.8498358726501465,ILSVRC2012_val_00031762.JPEG
early_semantic_residual,13,0.9701424837112427,0.98872971534729,0.999784529209137,0.005429381504654884,0.24448278546333313,0.06249338015913963,0.39072519540786743,3.7319724559783936,ILSVRC2012_val_00031783.JPEG
uniform_multilayer_residual,12,0.9701426029205322,0.9782904982566833,0.9998881816864014,0.17768722772598267,0.11664007604122162,0.15554103255271912,0.32421639561653137,3.8498358726501465,ILSVRC2012_val_00031762.JPEG
uniform_multilayer_residual,13,0.9701424837112427,0.98872971534729,0.999784529209137,0.20163990557193756,0.07382015883922577,0.14432093501091003,0.39072519540786743,3.7319724559783936,ILSVRC2012_val_00031783.JPEG
consensus_multilayer_residual,12,0.9701426029205322,0.9782904982566833,0.9998881816864014,0.14634042978286743,0.10844985395669937,0.15623721480369568,0.32421639561653137,3.8498358726501465,ILSVRC2012_val_00031762.JPEG
consensus_multilayer_residual,13,0.9701424837112427,0.98872971534729,0.999784529209137,0.2287970930337906,0.031707264482975006,0.137871652841568,0.39072519540786743,3.7319724559783936,ILSVRC2012_val_00031783.JPEG
opponent_baseline,14,1.0,0.994043231010437,0.9999158382415771,0.042895615100860596,-0.006593103986233473,0.01204600464552641,0.3710763454437256,3.63303279876709,ILSVRC2012_val_00031785.JPEG
opponent_baseline,15,0.9999999403953552,0.988253653049469,0.9998797178268433,0.00287469569593668,-0.005076519679278135,0.00017675338312983513,0.29395124316215515,3.9332547187805176,ILSVRC2012_val_00031789.JPEG
semantic_only,14,0.042895615100860596,0.994043231010437,0.9999158382415771,1.0,0.05127960070967674,0.24454674124717712,0.3710763454437256,3.63303279876709,ILSVRC2012_val_00031785.JPEG
semantic_only,15,0.002874695463106036,0.988253653049469,0.9998797178268433,1.0,0.123146653175354,0.33101916313171387,0.29395124316215515,3.9332547187805176,ILSVRC2012_val_00031789.JPEG
shuffled_semantic,14,0.9701425433158875,0.994043231010437,0.9999158382415771,0.04128791391849518,-0.00777864595875144,0.011557421647012234,0.3710763454437256,3.63303279876709,ILSVRC2012_val_00031785.JPEG
shuffled_semantic,15,0.9701424837112427,0.988253653049469,0.9998797178268433,0.01251584105193615,0.010659436695277691,0.0038630443159490824,0.29395124316215515,3.9332547187805176,ILSVRC2012_val_00031789.JPEG
final_semantic_residual,14,0.9701424837112427,0.994043231010437,0.9999158382415771,0.28392723202705383,0.006120993290096521,0.07092683762311935,0.3710763454437256,3.63303279876709,ILSVRC2012_val_00031785.JPEG
final_semantic_residual,15,0.9701424837112427,0.988253653049469,0.9998797178268433,0.24532350897789001,0.024946169927716255,0.08045563101768494,0.29395124316215515,3.9332547187805176,ILSVRC2012_val_00031789.JPEG
early_semantic_residual,14,0.9701424241065979,0.994043231010437,0.9999158382415771,0.054120853543281555,0.2361341118812561,0.0431174673140049,0.3710763454437256,3.63303279876709,ILSVRC2012_val_00031785.JPEG
early_semantic_residual,15,0.9701423645019531,0.988253653049469,0.9998797178268433,0.03266024589538574,0.23760753870010376,0.06866223365068436,0.29395124316215515,3.9332547187805176,ILSVRC2012_val_00031789.JPEG
uniform_multilayer_residual,14,0.9701425433158875,0.994043231010437,0.9999158382415771,0.16256539523601532,0.0468047596514225,0.13758911192417145,0.3710763454437256,3.63303279876709,ILSVRC2012_val_00031785.JPEG
uniform_multilayer_residual,15,0.9701424241065979,0.988253653049469,0.9998797178268433,0.14334841072559357,0.08208838850259781,0.13984249532222748,0.29395124316215515,3.9332547187805176,ILSVRC2012_val_00031789.JPEG
consensus_multilayer_residual,14,0.9701424837112427,0.994043231010437,0.9999158382415771,0.1121620237827301,-0.03444122523069382,0.12710510194301605,0.3710763454437256,3.63303279876709,ILSVRC2012_val_00031785.JPEG
consensus_multilayer_residual,15,0.9701424837112427,0.988253653049469,0.9998797178268433,0.12996014952659607,0.05749513581395149,0.1365019679069519,0.29395124316215515,3.9332547187805176,ILSVRC2012_val_00031789.JPEG
opponent_baseline,16,1.0,0.997322142124176,0.9998601078987122,-0.0047766100615262985,-0.0040034521371126175,-0.010688850656151772,0.33189865946769714,3.8337135314941406,ILSVRC2012_val_00031922.JPEG
opponent_baseline,17,0.9999998807907104,0.9940537214279175,0.9999275803565979,0.0013096521142870188,0.004227458033710718,0.003120697569102049,0.41129398345947266,3.5850610733032227,ILSVRC2012_val_00031927.JPEG
semantic_only,16,-0.004776609130203724,0.997322142124176,0.9998601078987122,1.0,0.01972602680325508,0.3355550169944763,0.33189865946769714,3.8337135314941406,ILSVRC2012_val_00031922.JPEG
semantic_only,17,0.0013096518814563751,0.9940537214279175,0.9999275803565979,1.0,0.06766153126955032,0.49513301253318787,0.41129398345947266,3.5850610733032227,ILSVRC2012_val_00031927.JPEG
shuffled_semantic,16,0.9701425433158875,0.997322142124176,0.9998601078987122,-0.0047345468774437904,-0.00784314889460802,-0.011098085902631283,0.33189865946769714,3.8337135314941406,ILSVRC2012_val_00031922.JPEG
shuffled_semantic,17,0.9701423645019531,0.9940537214279175,0.9999275803565979,0.007002995815128088,0.0016980329528450966,0.007096883840858936,0.41129398345947266,3.5850610733032227,ILSVRC2012_val_00031927.JPEG
final_semantic_residual,16,0.9701425433158875,0.997322142124176,0.9998601078987122,0.23789888620376587,0.0008957622339949012,0.07100288569927216,0.33189865946769714,3.8337135314941406,ILSVRC2012_val_00031922.JPEG
final_semantic_residual,17,0.9701424837112427,0.9940537214279175,0.9999275803565979,0.24380600452423096,0.020510241389274597,0.12311404943466187,0.41129398345947266,3.5850610733032227,ILSVRC2012_val_00031927.JPEG
early_semantic_residual,16,0.9701424837112427,0.997322142124176,0.9998601078987122,0.00014567223843187094,0.23864978551864624,0.08292008936405182,0.33189865946769714,3.8337135314941406,ILSVRC2012_val_00031922.JPEG
early_semantic_residual,17,0.9701424837112427,0.9940537214279175,0.9999275803565979,0.017679687589406967,0.24663469195365906,0.07500515878200531,0.41129398345947266,3.5850610733032227,ILSVRC2012_val_00031927.JPEG
uniform_multilayer_residual,16,0.9701424837112427,0.997322142124176,0.9998601078987122,0.15543201565742493,0.11666853725910187,0.14320531487464905,0.33189865946769714,3.8337135314941406,ILSVRC2012_val_00031922.JPEG
uniform_multilayer_residual,17,0.9701424837112427,0.9940537214279175,0.9999275803565979,0.17820455133914948,0.10358794778585434,0.16641753911972046,0.41129398345947266,3.5850610733032227,ILSVRC2012_val_00031927.JPEG
consensus_multilayer_residual,16,0.9701426029205322,0.997322142124176,0.9998601078987122,0.11454614251852036,0.11379349231719971,0.14363285899162292,0.33189865946769714,3.8337135314941406,ILSVRC2012_val_00031922.JPEG
consensus_multilayer_residual,17,0.9701424837112427,0.9940537214279175,0.9999275803565979,0.1928006112575531,0.04862253740429878,0.16003312170505524,0.41129398345947266,3.5850610733032227,ILSVRC2012_val_00031927.JPEG
opponent_baseline,18,1.0,0.9923727512359619,0.9997453093528748,-0.017768647521734238,1.2039672583341599e-06,-0.006965307518839836,0.3452235162258148,3.6681900024414062,ILSVRC2012_val_00032032.JPEG
opponent_baseline,19,1.0,0.9951644539833069,0.9998844265937805,0.009366652928292751,-0.003184824250638485,0.0005840258672833443,0.3723853528499603,3.4955837726593018,ILSVRC2012_val_00032039.JPEG
semantic_only,18,-0.017768647521734238,0.9923727512359619,0.9997453093528748,1.0,-0.1362936794757843,0.36995160579681396,0.3452235162258148,3.6681900024414062,ILSVRC2012_val_00032032.JPEG
semantic_only,19,0.0093666547909379,0.9951644539833069,0.9998844265937805,0.9999999403953552,0.005456484388560057,0.3861164152622223,0.3723853528499603,3.4955837726593018,ILSVRC2012_val_00032039.JPEG
shuffled_semantic,18,0.9701426029205322,0.9923727512359619,0.9997453093528748,-0.015995264053344727,0.001278824987821281,-0.005359505768865347,0.3452235162258148,3.6681900024414062,ILSVRC2012_val_00032032.JPEG
shuffled_semantic,19,0.9701424837112427,0.9951644539833069,0.9998844265937805,0.010418067686259747,-0.0022007839288562536,0.0013611402828246355,0.3723853528499603,3.4955837726593018,ILSVRC2012_val_00032039.JPEG
final_semantic_residual,18,0.9701424837112427,0.9923727512359619,0.9997453093528748,0.2252591997385025,-0.033060118556022644,0.08295324444770813,0.3452235162258148,3.6681900024414062,ILSVRC2012_val_00032032.JPEG
final_semantic_residual,19,0.9701424837112427,0.9951644539833069,0.9998844265937805,0.25161197781562805,-0.0017590480856597424,0.09421635419130325,0.3723853528499603,3.4955837726593018,ILSVRC2012_val_00032039.JPEG
